Teacher,Title/Subject,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,EID,
mvp,An empirical comparison between pair development and software inspection in Thailand,2006,ISESE'06 - Proceedings of the 5th ACM-IEEE International Symposium on Empirical Software Engineering,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247351635&doi=10.1145%2f1159733.1159749&partnerID=40&md5=884016f375e54b8441e72fa294511485,"Although pair programming and software inspection have the common aim of minimizing the defects of the software product, each practice has its strengths and weaknesses. We need to understand their costs and benefits under given conditions to be able to select a practice to execute in a development project. The objective of this study is to compare the commonalities and differences between pair development and software inspection as verification techniques in Thailand. One classroom experiment and one industry experiment were conducted. The development effort and effect of quality were investigated with some additional calendar time comparisons. The classroom results showed that average development effort of the pair development group was 24% less than inspection group with the improved product quality. The industry experiment showed pair development to have about 4% more effort but about 40% fewer major defects. In addition, the impacts of cultural differences to the adoption of pair programming or software inspection in Thailand are discussed. Copyright 2006 ACM.",Empirical study; Pair programming; Peer review; Software inspection; Software process model; Software verification,Empirical study; Pair programming; Peer review; Software inspection; Software process model; Software verification; Computer programming; Optimization; Project management; Software engineering,Conference Paper,2-s2.0-34247351635,
pps,Effectiveness of collaborative e-test construction,2006,"Proceedings - Sixth International Conference on Advanced Learning Technologies, ICALT 2006",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247112402&partnerID=40&md5=b68dd2a2bf84bfb6e733d09158b465f1,"This paper focuses on one of the features of e-testing, which has not been discussed until now, collaborative test construction by several test-authors in distant places. It is well known that collaborative work has many advantages. The main idea of this paper is to apply the unique advantages of collaborative work to e-test construction. The purpose of this paper is to identify the important factors in constructing high-quality tests. It does this by comparing test reliabilities and validities based on test theory for tests constructed by different numbers of test-authors (one, three, and five) with and without the experts of the test domain. The results show that the number of test-authors is the most important factor in improving test validity. They also show that test reliability does not depend on the number of test-authors but rather on the participation of an expert. © 2006 IEEE.",,Computer supported cooperative work; Expert systems; Reliability; E-testing; Test authors; Test reliability; E-learning,Conference Paper,2-s2.0-34247112402,
ksc,Grid aware HA-OSCAR,2005,Proceedings - International Symposium on High Performance Computing Systems and Applications,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28744453426&doi=10.1109%2fHPCS.2005.28&partnerID=40&md5=a66d060feb88f9ea063ef6af463cf032,"Physicists today have employed grid technology to overcome various resource level hurdles. The collective resource utilization achieved through grid computing is critical to the overall computing capacity of the community and should be guaranteed. In an environment where job sites are cluster systems, a service node failure renders a whole system outage. Our grid-aware HA-OSCAR effort was motivated by the popularity of the cluster architecture in the Grid environment. We propose the high-availability architecture, HA-OSCAR, for cluster-based job sites in the grid environment. This architecture deals with fault tolerance at the service level complementing task-based solutions such as checkpoint/restart. We discuss various service availability issues related to the grid, some issues and preliminary results obtained while implementing the smart failover feature and the automated grid installation package. Our report entails the performance benefits achieved after applying the HA-OSCAR solution to the cluster components of the grid compared to regular Beowulf style cluster solutions. © 2005 IEEE.",,Beowulf style cluster solutions; Collective resource utilization; Grid technology; Task-based solutions; Computer architecture; Computer system recovery; Database systems; Problem solving; Resource allocation; Distributed computer systems,Conference Paper,2-s2.0-28744453426,
mvp,Improving quality through software process improvement in thailand: Initial analysis,2005,Proceedings - International Conference on Software Engineering,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885938005&doi=10.1145%2f1083292.1083299&partnerID=40&md5=1f6110948c71a79e202df3491897aa5c,"For almost 10 years there have been attempts in Thailand to improve software quality by adopting western software process improvement models. Only 17 of the 380 companies in Thailand were able to implement software process models that we see here in the US. 14 out of the 17 companies were not able to improve their process to a higher level. Why were companies not successful in implementing these software process models? Did they find other ways to improve quality? The objective of this paper is to analyze the experiences of software developers, project managers and executive managers in implementing these software process models in Thailand. The results will show that cultural differences are a key factor to this problem. Thai people have different cultural values, which we will explore further in this paper. © 2005 ACM.",Cultural Difference; Software Process Improvement Model; Software Process Model,Cultural difference; Project managers; Software developer; Software Process Improvement; Software process improvement model; Software process modeling; Software process models; Software Quality; Computer software selection and evaluation; Industry; Management; Managers; Software engineering,Conference Paper,2-s2.0-84885938005,
wdc,Specification-based parameter-model interaction: Towards a correct reflection of memory characteristics in a DSM cluster simulation,2005,"Summer Computer Simulation Conference 2005, SCSC 2005, Part of the 2005 Summer Simulation Multiconference, SummerSim 2005",1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952587774&partnerID=40&md5=1d0e8f815e5922563fcfbce6e029feef,"A DSM (Distributed-Shared Memory) cluster is an attractive parallel computing platform for scientific research as it provides programming advantages within a scalable and cost-effective hardware solution. This benefit derives from the fact that a DSM system provides a shared-memory abstraction on top of a distributed-memory machine by caching data replicas locally. In this respect, a coherence protocol is a vital component responsible for assuring data consistency across all replicas. The design of coherence protocols impacts a DSM system in terms of both performance and accuracy. Performance is often measured via simulation and various verification techniques have been proposed to deal with protocol accuracy. Nevertheless, integrating accuracy verification into a DSM cluster simulation to ensure correct simulation results is still an open issue. In this paper, we address three properties of a coherence protocol (safety, liveness, and inclusion) without which errors may occur in the simulation results. We propose a Specification-based Parameter-Model Interaction (SPMI) technique to detect these cases in a particular DSM cluster simulation called DSIMCLUSTER. Our experimental results demonstrate that with SPMI, DSIMCLUSTER can ensure the coherence protocol properties and provides a correct reflection in the simulation model of the memory characteristics of real shared-memory and distributed-shared memory multiprocessors.",Coherence protocol; Distributed-Shared Memory; DSM cluster; Verification technique,Cluster simulations; Coherence protocol; Data consistency; Data replica; Distributed Memory; DSM cluster; Hardware solutions; Liveness; Memory multiprocessors; Parallel computing platform; Scientific researches; Shared memories; Simulation model; Verification techniques; Distributed computer systems; Hardware; Parallel architectures; Specifications; Computer simulation,Conference Paper,2-s2.0-77952587774,
scw,Distinguishing excitement movie clips using movementand pace features,2005,"Proceedings of the 5th IASTED International Conference on Visualization, Imaging, and Image Processing, VIIP 2005",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887238756&partnerID=40&md5=ef17aed1f7a1e594061b25025da8b942,"Classifying multimedia data into semantic, such as emotional, categories is challenging and useful. Using two film artistic components: movement and pace, this paper proposes a method that can distinguish movie clips belonging to the excitement class from the others. Movement is represented by the Average Squared Motion Vector Magnitude feature, and pace is represented by the Average Shot Duration feature. Classification experiments with 101 data clips, excerpted from 24 Hollywood movies, are conducted, employing minimum distance and k-NN classifiers. The results show that the selected features can potentially separate the excitement movie clips from the others with above 90% accuracy.",Emotion-based classification; Image processing and analysis; Semantic classification; Video content analysis,Image processing and analysis; k-NN classifier; Minimum distance; Motion Vectors; Movie clips; Multimedia data; Semantic classification; Video-content analysis; Image processing; Motion pictures; Semantics; Visualization; Classification (of information),Conference Paper,2-s2.0-84887238756,
skn,Recognition of enhanced images,2005,"Proceedings of the 11th International Multimedia Modelling Conference, MMM 2005",2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047245307&doi=10.1109%2fMMMC.2005.61&partnerID=40&md5=52ca7edaed8f0801878122364efe1008,"Image enhancement such as adjusting brightness and contrast is central to improving human visualization of images content. Images in desired enhanced quality facilitate analysis, interpretation, classification, information exchange, indexing and retrieval. The adjustment process, guided by diverse enhancement objectives and subjective human judgment, often produces various versions of the same image. Despite the preservation of content under these operations, enhanced images are treated as new in most existing techniques via their widely different features. This leads to difficulties in recognition and retrieval of images across application domains and user interest. To allow unrestricted enhancement flexibility, accurate identification of images and their enhanced versions is therefore essential. In this paper, we introduce a measure that theoretically guarantees the identification of all enhanced images originated from one. In our approach, images are represented by points in multidimensional intensity-based space. We show that points representing images of the same content are confined in a well-defined area that can be identified by a so-devised formula. We evaluated our technique on large sets of images from various categories, including medical, satellite, texture, color images and scanned documents. The proposed measure yields an actual recognition rate approaching 100% in all image categories, outperforming other well-known techniques by a wide margin. Our analysis at the same time can serve as a basis for determining the minimum criterion a similarity measure should satisfy. We discuss also how to apply the formula as a similarity measure in existing systems to support general image retrieval. © 2005 IEEE.",,Color images; Existing systems; Human judgments; Indexing and retrieval; Information exchanges; Similarity measure; User interests; Copying; Image processing; Medical imaging; Quality control; Image retrieval,Conference Paper,2-s2.0-34047245307,
ksc,Job-site level fault tolerance for cluster and grid Environments,2005,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249144002&doi=10.1109%2fCLUSTR.2005.347043&partnerID=40&md5=9cfbf1f125405ad2a8151ae2cb926ea7,"In order to adopt high performance clusters and grid computing for mission critical applications, fault tolerance is a necessity. Common fault tolerance techniques in distributed systems are normally achieved with checkpoint-recovery and job replication on alternative resources, in cases of a system outage. The first approach depends on the system's MTTR while the latter approach depends on the availability of alternative sites to run replicas. There is a need for complementing these approaches by proactively handling failures at a job-site level, ensuring the system high availability with no loss of user submitted jobs. This paper discusses a novel fault tolerance technique that enables the job-site recovery in Beowulf cluster-based grid environments, whereas existing techniques give up a failed system by seeking alternative resources. Our results suggest sizable aggregate performance improvement during an implementation of our method in Globus-enabled HA-OSCAR. The technique called ""Smart Failover"" provides a transparent and graceful recovery mechanism that saves job states in a local job-manager queue and transfers those states to the backup server periodically, and in critical system events. Thus whenever a failover occurs, the backup server is able to restart the jobs from their last saved state.",,Aggregates; Chlorine compounds; Computer systems; Errors; Fault tolerance; Fault tolerant computer systems; Grid computing; Normal distribution; Reliability; Telecommunication networks; Aggregate performance; Beowulf clusters; Cluster computing; Distributed systems; Fail over; Failed system; Fault tolerance techniques; GRID environments; High Availability; High-performance clusters; International conferences; Mission-critical applications; Recovery mechanisms; System outages; Quality assurance,Conference Paper,2-s2.0-50249144002,
ksc,Reliability-aware resource management for computational grid/cluster environments,2005,Proceedings - IEEE/ACM International Workshop on Grid Computing,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749661027&doi=10.1109%2fGRID.2005.1542744&partnerID=40&md5=a211a5fdbe39c3629529847d5d22ff07,"The collective resource utilization achieved through grid computing is critical to the overall computing capacity of the collaborative community and should be guaranteed. Especially, in an existing environment where job sites are Beowulf cluster systems, a service node failure may render the whole system outage. Current grid fault tolerance techniques only address these issues in an opportunistic fashion. Thus, there is a need for complementing these approaches by proactively handling failures at a job-site level, ensuring the system high availability with no loss of user submitted jobs. Our grid-aware cluster resource management effort was motivated by the fact that a cluster turns into a popular job site in the computational rid environment. We propose a solution dealing with fault tolerance at the service level complementing the task-based solutions as being done in some recent studies. We discuss various service availability issues related to the grid, and preliminary results obtained while implementing the smart failover and transparent job-queue replication mechanism and the automated grid installation package. Our report entails the benefits outweighing acceptable overhead after implementing our proof-of-concept framework. © 2005 IEEE.",,Collective resource utilization; Computational rid environments; Grid computing; Proof-of-concept framework; Automation; Computer supported cooperative work; Failure analysis; Fault tolerant computer systems; Reliability; Distributed computer systems,Conference Paper,2-s2.0-33749661027,
ddp,Partial order reduction for detecting safety and timing failures of timed circuits,2005,IEICE Transactions on Information and Systems,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26044463780&doi=10.1093%2fietisy%2fe88-d.7.1646&partnerID=40&md5=9c61d87e9efb734c86859a0c36386b10,"This paper proposes a partial order reduction algorithm for timed trace theoretic verification in order to detect both safety failures and timing failures of timed circuits efficiently. This algorithm is based on the framework of timed trace theoretic verification according to the original untimed trace theory. Consequently, its conformance checking supports hierarchical structure when verifying timed circuits. Experimenting with the STARI and DME circuits, the proposed approach shows its effectiveness. Copyright © 2005 The Institute of Electronics, Information and Communication Engineers.",Formal verification; Safety/timing failures; Timed circuits; Timed trace theory,Algorithms; Formal verification; Safety/timing failures; Timed circuits; Timed trace theory; Timing circuits,Article,2-s2.0-26044463780,
ksc,"The design and prototype of RUDA, a distributed Grid accounting system",2005,Lecture Notes in Computer Science,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944555857&doi=10.1007%2f11424857_4&partnerID=40&md5=27e0e7452a08f2ec3df58a22124ccdf2,"The Grid environment contains a large and growing number of widely distributed sites with heterogeneous resources. It is a great challenge to dynamically manage and account for usage data of Grid resources, such as computational, network, and storage resources. A distributed Resource Usage Data management and Accounting system (RUDA) is designed to perform accounting in the Grid environment. RUDA utilizes fully decentralized design to enhance scalability and supports heterogeneous resources with no significant impact on local systems. It can easily be integrated into Grid infrastructures and maintains the integrity of the Grid security features. © Springer-Verlag Berlin Heidelberg 2005.",,Computational methods; Data reduction; Data storage equipment; Distributed computer systems; Logic design; Resource allocation; Disitributed Grid accounting system; Grid resources; Heterogeneous resources; Resource Usage Data management and Accounting system (RUDA); Software prototyping,Conference Paper,2-s2.0-24944555857,
ksc,The Earth System Grid: Supporting the next generation of climate modeling research,2005,Proceedings of the IEEE,130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244408069&doi=10.1109%2fJPROC.2004.842745&partnerID=40&md5=3a6ed116d960eee3e2fbc0756080a434,"Understanding the earth's climate system and how it might be changing is a preeminent scientific challenge. Global climate models are used to simulate past, present, and future climates, and experiments are executed continuously on an array of distributed supercomputers. The resulting data archive, spread over several sites, currently contains upwards of 100 TB of simulation data and is growing rapidly. Looking toward mid-decade and beyond, we must anticipate and prepare for distributed climate research data holdings of many petabytes. The Earth System Grid (ESG) is a collaborative interdisciplinary project aimed at addressing the challenge of enabling management, discovery, access, and analysis of these critically important datasets in a distributed and heterogeneous computational environment. The problem is fundamentally a Grid problem. Building upon the Globus toolkit and a variety of other technologies, ESG is developing an environment that addresses authentication, authorization for data access, large-scale data transport and management, services and abstractions for high-performance remote data access, mechanisms for scalable data replication, cataloging with rich semantic and syntactic information, data discovery, distributed monitoring, and Web-based portals for using the system. © 2005 IEEE.",Climate modeling; Data management; Earth System Grid (ESG); Grid computing,Computational complexity; Computer simulation; Data reduction; Database systems; Distributed computer systems; Earth (planet); Mathematical models; Metadata; Monitoring; Supercomputers; Climate modeling; Data management; Earth System Grid (ESG); Grid computing; Climatology,Conference Paper,2-s2.0-18244408069,
ksc,Communication state transfer for the mobility of concurrent heterogeneous computing,2004,IEEE Transactions on Computers,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-11944275313&doi=10.1109%2fTC.2004.73&partnerID=40&md5=d3448892740666c0ceb049574f514355,"In a dynamic environment where a process can migrate from one host to another host, communication state transfer is a key issue of process coordination. This paper presents a set of data communication and process migration protocols to support communication state transfer in a dynamic, distributed parallel environment. The protocols preserve the semantics of point-to-point communication; they guarantee message delivery, maintain message ordering, and do not introduce deadlock when blocking send or receive operations are performed during process migration. Analytical proofs and prototype implementation are conducted to confirm the correctness of the protocols. Analytical and experimental results show the proposed design is valid and has a true potential in network computing. © 2004 IEEE.",Communication protocol; Distributed and parallel processing; Point-to-point communication; Process migration,Algorithms; Communication channels (information theory); Distributed computer systems; Network protocols; Parallel processing systems; Communication state transfer; Point-to-point communication; Process migration; Data communication systems,Article,2-s2.0-11944275313,
wdp,"A case for a generalized periodic broadcast server: Design, analysis, and implementation",2004,Proceedings - International Symposium on Applications and the Internet,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2642586487&doi=10.1109%2fSAINT.2004.1266107&partnerID=40&md5=7abf3acde2767000b770ce5cd3fe98f8,"Periodic broadcast is an effective paradigm for large-scale dissemination of popular videos. Considerable research efforts have gone into designing many excellent periodic broadcast protocols in terms of minimizing the server network bandwidth and the client resources. However, there are only a few implementations of periodic broadcast protocols available. This is probably because little has been documented on how the memory and disk bandwidth resources of a periodic broadcast server should be allocated. In this paper, we present a Generalized Periodic Broadcast Server (GPBS) model that supports any periodic broadcast protocol. Based on this model, we formulate and solve a new optimization problem whose solution provides insights into the server's memory and disk resources allocation. We also discuss our prototype implementation of GPBS. Our work facilitates future implementation and deployment of many existing periodic broadcast protocols.",,Bandwidth resources; Broadcast protocols; Generalized periodic broadcast server (GPBS); Optimization problems; Computation theory; Data reduction; Data storage equipment; Network protocols; Problem solving; Software prototyping; Servers,Conference Paper,2-s2.0-2642586487,
ddp,Partial order reduction for detecting safety and timing failures of timed circuits,2004,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048832522&doi=10.1007%2f978-3-540-30476-0_28&partnerID=40&md5=abf756915e57bf5796956c9bb72715a1,"This paper proposes a partial order reduction algorithm for timed trace theoretic verification in order to detect both safety failures and timing failures of timed circuits efficiently. This algorithm is based on the framework of timed trace theoretic verification according to the original untimed trace theory. Consequently, its conformance checking supports hierarchical verification. Experimenting with the STARI circuits, the proposed approach shows its effectiveness. © Springer-Verlag 2004.",,Algorithms; Model checking; State space methods; Conformance checking; Hierarchical verification; Partial order reductions; Safety failures; Timed circuits; Timing failures; Trace theoretic verification; Trace theory; Timing circuits,Article,2-s2.0-35048832522,
wdp,Distributed core selection with QoS support,2004,IEEE International Conference on Communications,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4143146419&doi=10.1109%2ficc.2004.1312895&partnerID=40&md5=eb371ca3058834afcd3eaeb9f8283955,"Core-based routing with Quality of Service (QoS) support is essential to facilitate multi-sender multimedia multicast applications such as video conferencing and virtual collaboration applications. In this paper, we introduce a new distributed core selection protocol that has the following desirable properties. First, the protocol utilizes a new distributed primary core selection algorithm that selects as many primary cores per multicast group as necessary to maximize the number of group members with satisfied QoS requirements. Second, the protocol is distributed, preventing a single router from becoming a hot spot and a single point of failure during core selection. Last, the protocol employs a distributed backup core selection algorithm to provide quick recovery should some primary cores fail. Our analytical experiments show that the proposed protocol significantly satisfies more group members with noticeably less communication overhead than a recent core selection algorithm with QoS support using a single core.",Core-based Routing; Multicast; Quality of Service,Algorithms; Bandwidth; Computer system recovery; Data transfer; Electric power distribution; Multicasting; Multimedia systems; Network protocols; Routers; Video conferencing; Backup; Bottlenecks; Core-based routing; Distributed core selection protocol (DCSP); Quality of service,Conference Paper,2-s2.0-4143146419,
wdp,Core selection with end-to-end QoS support,2004,Proceedings of the ACM Symposium on Applied Computing,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442630496&doi=10.1145%2f967900.967972&partnerID=40&md5=c59888ebafed71c224b21ec7fa7746ac,"Core-based routing with Quality of Service (QoS) support is essential to facilitate multi-sender multimedia multicast applications such as video conferencing and virtual collaboration applications. In this paper, we introduce (i) a new application-level service class framework that allows group members to easily indicate their desired service quality and (ii) the use of as many cores per group as necessary in core-based routing to maximize the number of group members with satisfied QoS requirements. Under the service class framework, we formulate the novel core selection problem that selects as many cores as necessary while maximizing the number of satisfied group members. We propose a new core selection algorithm to address the problem and provide a complete core selection protocol using the algorithm. Experimental results show that our core selection algorithm performs as well as the optimal algorithm and significantly outperforms a recent core selection algorithm with QoS support using a single core.",Core-based Routing; Multicast; Quality of Service,Algorithms; Multicasting; Multimedia systems; Network protocols; Optimization; Problem solving; Quality of service; Routers; Video conferencing; Core-based routing; Multicast; Virtual collaboration; Computer science,Conference Paper,2-s2.0-2442630496,
ksc,An ontology for scientific information in a Grid environment: The earth system Grid,2003,Proceedings - CCGrid 2003: 3rd IEEE/ACM International Symposium on Cluster Computing and the Grid,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15944408322&doi=10.1109%2fCCGRID.2003.1199424&partnerID=40&md5=c22f278c6ea345ed108bf05e82935dfc,"In the emerging world of Grid Computing, shared computational, data, other distributed resources are becoming available to enable scientific advancement through collaborative research and collaboratories. This paper describes the increasing role of ontologies in the context of Grid Computing for obtaining, comparing and analyzing data. We present ontology entities and a declarative model that provide the outline for an ontology of scientific information. Relationships between concepts are also given. The implementation of some concepts described in this ontology is discussed within the context of the Earth System Grid II (ESG)[1]. © 2003 IEEE.",climate; earth sciences; Grid; ontologies; Ontology,climate; Collaborative research; Declarative models; Distributed resources; Earth system grids; Grid; Grid environments; Scientific information; Cluster computing; Earth sciences; Ontology; Grid computing,Conference Paper,2-s2.0-15944408322,
ksc,HPCM: A pre-compiler aided middleware for the mobility of legacy Code,2003,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944901368&doi=10.1109%2fCLUSTR.2003.1253314&partnerID=40&md5=a285bf5375010cc867ef45adddcdc5b5,"Mobility is a fundamental functionality of the next generation internet computing. How to support mobility for legacy codes, however, is still an issue of research. The key to solve this outstanding issue is the support of heterogeneous process migration. During the last few years, we have successfully developed mechanisms to support heterogeneous process migration of legacy codes written in C, C++, and Fortran. We present in this paper the design of the High Performance Computing Mobility (HPCM) middleware, the development and implementation of its key components, pre-compiler and its static libraries. Due to the similarity between process migration and checkpointing, the pre-compiler not only makes automatic process migration of legacy codes feasible, but also supports dynamic heterogeneous checkpointing. We perform a set of tests and compare experimental results with Porch, a well-known portable heterogeneous checkpointing system. The experimental results show that our methods are feasible, efficient and very promising. © 2003 IEEE.",,Cluster computing; Codes (symbols); Computer architecture; Middleware; Program compilers; Check pointing; Compiler-aided; High performance computing; Legacy code; Next generation Internet; Process migration; C++ (programming language),Conference Paper,2-s2.0-84944901368,
yao,Job Application on the Web with Personality-Job Fit Model,2002,Proceedings of the Joint Conference on Information Sciences,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642298952&partnerID=40&md5=991be36f6a614cfc718ebec57e52988e,"This research is to model the prototype of Job Application on the web that is related to personality characteristics. The model results will be generated by the innovation method which is shown in a different style from the existing job search web sites. In the results of the majority of the existing systems the records displayed are not prioritized or weighted by information, but are sorted by ID, alphabet, date, etc. So, it gives too many results which are difficult to compare within a short period of time. The results of this project model are derived from querying, which is composed of the personality characteristics and general requirements and will be displayed as weighted results as a percentage sorted in descending order. So that the most matched results will be a percentage at the top of the list and the rest follow. We have tested our model by using real data from applicants who apply for jobs with a Thai company. The result shows that we are able to give a better match than just comparing basic qualifications.",Employment; Internet Job Search; Personality Characteristics; Personality-Job Fit; Recruitment,Artificial intelligence; Employment; Fuzzy sets; Information analysis; Websites; Internet job search; Personality characteristics; Personality-job fit; Recruitment; Job analysis,Conference Paper,2-s2.0-1642298952,
ksc,Data collection and restoration for heterogeneous process migration,2002,Software-Practice and Experience,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037173433&doi=10.1002%2fspe.464&partnerID=40&md5=6c403f53ab66e56d9c9596021a0f15a9,"This study presents a practical solution for data collection and restoration to migrate a process written in high-level stack-based languages such as C and Fortran over a network of heterogeneous computers. We first introduce a logical data model, namely the Memory Space Representation (MSR) model, to recognize complex data structures in process address space. Then, novel methods are developed to incorporate the MSR model into a process, and to collect and restore data efficiently. We have implemented prototype software and performed experiments on different programs. Experimental and analytical results show that: (1) a user-level process can be migrated across different computing platforms; (2) semantic information of data structures in the process's memory space can be correctly collected and restored; (3) costs of data collection and restoration depend on the complexity of the MSR graph in the memory space and the amount of data involved; and (4) the implantation of the MSR model into the process is not a decisive factor of incurring execution overheads. With appropriate program analysis, we can practically achieve low overhead.",Checkpointing; Data collection and restoration; Distributed computing; Heterogeneous process migration; Network process migration,C (programming language); Computer programming; Computer simulation; Data acquisition; Data structures; Data transfer; Distributed computer systems; Fault tolerant computer systems; FORTRAN (programming language); Program compilers; Semantics; Sorting; Checkpointing; Data collection; Data restoration; Heterogeneous process migration; Memory space representation; Network process migration; Software engineering,Article,2-s2.0-0037173433,
ksc,"SNOW: Software systems for process migration in high-performance, heterogeneous distributed environments",2002,Proceedings of the International Conference on Parallel Processing Workshops,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878719617&doi=10.1109%2fICPPW.2002.1039781&partnerID=40&md5=ada3a3202a321db019aa67f2e871c657,"This paper reports our experiences on the scalable network of workstation (SNOW) project, which implements a novel methodology to support user-level process migration for traditional stack-based languages such as C and Fortran in heterogeneous distributed environments. Our methodology addresses the three outstanding problems of transferring execution state, memory state, and communication state. The concepts of migration point analysis and buffered data transfer mechanism are proposed for execution state migration. A memory space representation model is introduced to obtain the machine-independent format of the underlying data structures for memory state migration. Finally, process migration and communication protocols are developed to migrate the communication state and maintain the functionality and correctness of data communication. A coordinated software system consisting of compilation and runtime systems was developed based on these new mechanisms. The runtime systems include a runtime library and communication protocols. Sequential and parallel programs with different data structures and computing requirements are tested. Experimental results confirm our design analysis. They advocate the value of the migration methodology for distributed network computing. © 2002 IEEE.",,C (programming language); Computer software; Data structures; Data transfer; Snow; Data-communication; Distributed environments; Distributed network computing; Process migration; Representation model; Scalable networks; Stack-based languages; Transfer mechanisms; Distributed computer systems,Conference Paper,2-s2.0-84878719617,
yao,Recruitment filtering with personality-job fit model,2002,"Proceedings - International Conference on Information Technology: Coding and Computing, ITCC 2002",3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844371454&doi=10.1109%2fITCC.2002.1000358&partnerID=40&md5=b00e49a82686da7105d1c36f3b41c81d,"Many job applications on the Web provide only simple Boolean comparison using only basic information requirements (i.e., degree, age) for searching and matching jobs to candidates. The net effect is too many 'hits'. We showed that personality is an important factor for the hiring process and satisfaction of employers and employees. In designing better filters for searching and matching a job application on the Web, we considered this factor with general job requirements and then combined it with our matching process. We have tested our model using data obtained from applicants who applied for jobs with a company in Thailand. The results show that we are able to give a better match than that achieved using basic qualifications only. © 2002 IEEE.",Employment; Information filtering; Information filters; Information technology; Internet; Job design; Matched filters; Mathematics; Recruitment; Testing,Employment; Industrial relations; Information technology; Internet; Matched filters; Mathematical techniques; Testing; Hiring process; Information requirement; Job application; Job design; Matching process; Net effect; Recruitment; Thailand; Information filtering,Conference Paper,2-s2.0-18844371454,
ksc,Data collection and restoration for heterogeneous process migration,2001,"Proceedings - 15th International Parallel and Distributed Processing Symposium, IPDPS 2001",7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981240585&doi=10.1109%2fIPDPS.2001.924992&partnerID=40&md5=b5848429db0c24a3f8b74cbb8dd6fb00,"This study presents a practical solution for data collection and restoration to migrate a process written in high level stack-based languages such as C and Fortran over a network of heterogeneous computers. We study a logical data model which recognizes complex data structures in process address space. Then, novel methods are developed to incorporate the model into a process and to collect and restore data efficiently. We have implemented a prototype software and performed experiments on different programs. Experimental and analytical results show that (I) a user-level process can be migrated across different computing platforms, (2) semantic information of data structures in the process's memory space can be correctly collected and restored, (3) the costs of data collection and restoration depend on the complexity of the logical model representing the process's data structures and the amount of data involved and (4) the implantation of the data collection and restoration mechanisms into the process is not a decisive factor of incurring execution overheads; with appropriate program analysis, we can achieve practically low overhead. © 2001 IEEE.",,C (programming language); Complex networks; Data structures; High level languages; Restoration; Semantics; Software prototyping; Space platforms; Complex data structures; Computing platform; Heterogeneous computers; Logical data models; Practical solutions; Restoration mechanism; Semantic information; Stack-based languages; Data acquisition,Conference Paper,2-s2.0-84981240585,
ksc,Communication state transfer for the mobility of concurrent heterogeneous computing,2001,Proceedings of the International Conference on Parallel Processing,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898132672&doi=10.1109%2fICPP.2001.952087&partnerID=40&md5=647c5d7addd87379ed6cdca63377588d,"In a dynamic environment, where a process can be migrated from one host to another host, communication state transfer is a key issue of process coordination. This paper presents algorithms for data communication and migration protocols to support communication state transfer in a dynamic, distributed parallel environment. These algorithms collectively presence the semantics of the communication and are practical for large-scale distributed systems. The assumptions and validity of our solution are discussed. Based on our early results in process migration, we implement a prototype system for process state transfer. Experimental results confirm our design is valid and has a true potential in practice. © 2001 IEEE.",Computer network management; Computer science; Concurrent computing; Data communication; Distributed computing; Large-scale systems; Protocols; Prototypes; Snow; Sun,Computer networks; Computer science; Convolutional codes; Distributed parameter networks; Information management; Large scale systems; Network management; Network protocols; Semantics; Snow; Sun; Communication state transfer; Concurrent computing; Data-communication; Dynamic environments; Heterogeneous computing; Large-scale distributed system; Parallel environment; Prototypes; Distributed computer systems,Article,2-s2.0-84898132672,
